t,Marker,v,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,t_trial_s,V'O2_filtered
0 days 00:03:00,,-,0.861879664413878,9.80522940175061,1.10549196069403,-,38.9368045048629,1.28265233110683,28.98,37.73196,24.4892493691511,2.93446787339243,257.939726071195,234.704139822328,0.0,1.0,0.8617059439160204
0 days 00:03:01,,-,0.861879664413878,9.80522940175061,1.10549196069403,-,38.9368045048629,1.28265233110683,28.98,37.73196,24.5608992930597,2.93446787339243,257.939726071195,234.704139822328,0.0,2.0,0.8736773542814028
0 days 00:03:02,,-,0.765081888777127,8.70400328529155,0.96871966293988,-,38.3204470398078,1.26616467746771,24.19,32.80164,24.6285257125598,2.60489754640826,228.970494329286,208.344498673365,0.0,3.0,1.0340507486358024
0 days 00:03:03,,-,1.59953218660469,18.1971807349795,2.02230571349614,-,39.6777511146669,1.26431073437094,38.96,69.07608,24.7268134582683,5.44597582220557,478.701274771869,435.579166646756,0.0,4.0,1.3020999578416967
0 days 00:03:04,,-,1.59953218660469,18.1971807349795,2.02230571349614,-,39.6777511146669,1.26431073437094,38.96,69.07608,24.8597860345938,5.44597582220557,478.701274771869,435.579166646756,0.0,5.0,1.5168903418072144
0 days 00:03:05,,-,1.35936862345713,15.4649445216966,1.76329287477665,-,39.1931438468133,1.29714107295802,39.73,58.99905,24.9827759522399,4.62828364368637,406.826132280032,370.178641686526,0.0,6.0,1.5964226745021923
0 days 00:03:06,,-,1.60056548545105,18.208936125723,2.15127354915679,-,40.171196108156,1.34407093537354,39.47,69.98031,25.105808820072,5.44949392617464,479.010516110751,435.860551075379,0.0,7.0,1.5830199967041187
0 days 00:03:07,,-,1.60056548545105,18.208936125723,2.15127354915679,-,40.171196108156,1.34407093537354,39.47,69.98031,25.2388672967694,5.44949392617464,479.010516110751,435.860551075379,0.0,8.0,1.5332493875347784
0 days 00:03:08,,-,1.60056548545105,18.208936125723,2.15127354915679,-,40.171196108156,1.34407093537354,39.47,69.98031,25.3719257734668,5.44949392617464,479.010516110751,435.860551075379,0.0,9.0,1.461080886796842
0 days 00:03:09,,-,1.09802514610856,12.4917536531121,1.54922912942042,-,38.9004752317185,1.41092317868216,24.69,46.26906,25.4840956165408,3.73847956793805,328.612354021755,299.010474502785,0.0,10.0,1.3799459993451935
0 days 00:03:10,,-,1.46093684435287,16.6204419152772,2.0710787585326,-,45.3645482733765,1.41763743349905,41.37,72.23202,25.5904616438831,4.97409605054812,437.22304284318,397.837354268902,0.0,11.0,1.3286291106497254
0 days 00:03:11,,-,1.46093684435287,16.6204419152772,2.0710787585326,-,45.3645482733765,1.41763743349905,41.37,72.23202,25.7119124891174,4.97409605054812,437.22304284318,397.837354268902,0.0,12.0,1.35141257835398
0 days 00:03:12,,-,1.37652250973164,15.660096811509,1.98612113922997,-,47.6024907233625,1.44285409442173,41.95,71.5667,25.8298545610842,4.6866880013418,411.959875317944,374.849929673587,0.0,13.0,1.4733562357332883
0 days 00:03:13,,-,1.53060645046052,17.4130426673552,2.11211226389944,-,46.3691956731569,1.37991856970416,44.11,77.32483,25.9506925257043,5.21130227470686,458.073469946733,416.809544527478,0.0,14.0,1.6672901719259587
0 days 00:03:14,,-,1.99866554047818,22.7379469906505,2.6225408585326,-,43.4054063789204,1.31214593208284,41.37,92.71017,26.0973905393856,6.80491727598452,598.15222855904,544.26980452018,0.0,15.0,1.8417892327775853
0 days 00:03:15,,-,1.99866554047818,22.7379469906505,2.6225408585326,-,43.4054063789204,1.31214593208284,41.37,92.71017,26.2635439362076,6.80491727598452,598.15222855904,544.26980452018,0.0,16.0,1.9146851894688963
0 days 00:03:16,,-,1.79202300419219,20.387064894109,2.14982191634781,-,39.5753848215635,1.1996620084221,40.0,76.68,26.4211080121461,6.1013551558364,536.30911819802,487.997611623402,0.0,17.0,1.9004446383159197
0 days 00:03:17,,-,1.79202300419219,20.387064894109,2.14982191634781,-,39.5753848215635,1.1996620084221,40.0,76.68,26.5700827672011,6.1013551558364,536.30911819802,487.997611623402,0.0,18.0,1.865828189330255
0 days 00:03:18,,-,1.79550268705322,20.4266517298432,1.9993696941941,-,35.1794739464668,1.11354313675546,33.14,67.937,26.7192021590438,6.11320253777022,537.350503070002,488.945187029197,0.0,19.0,1.8163261210949082
0 days 00:03:19,,-,1.8798367339828,21.3860834355267,1.83549446667722,-,25.3182838379599,0.976411639104619,32.96,52.34048,26.8718670093529,6.39176813600861,561.836419155157,501.315407191124,9.84211748524353,20.0,1.732252882201987
0 days 00:03:20,,-,1.8798367339828,21.3860834355267,1.83549446667722,-,25.3182838379599,0.976411639104619,32.96,52.34048,27.0279326813404,6.39176813600861,561.836419155157,501.315407191124,9.84211748524353,21.0,1.73466285830564
0 days 00:03:21,,-,1.8798367339828,21.3860834355267,1.83549446667722,-,25.3182838379599,0.976411639104619,32.96,52.34048,27.183998353328,6.39176813600861,561.836419155157,501.315407191124,9.84211748524353,22.0,2.0642742233505116
0 days 00:03:22,,-,2.39418200997475,27.237565528723,2.24121358178466,-,22.7251227238876,0.936108270986591,25.64,58.10024,27.3604538047914,8.06192072106536,708.642831381645,541.1596410827,102.937958655634,23.0,2.7650795616702846
0 days 00:03:23,,-,3.89368483172162,44.2967557647511,3.54445166555027,-,25.2726310045207,0.91030779807185,37.26,103.7691,27.6179418111765,13.0292470374367,1145.27081459069,778.773095765305,261.527090710034,24.0,3.48611978906589
