t,Marker,P,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,CHO,Fett,t_trial_s,V'O2_filtered
0 days 00:02:55,,-,0.495859954093825,7.60521401984395,0.614906425321107,-,40.9519660386966,1.24008083380082,29.26,24.19802,12.3334758105288,2.27605650996001,148.398884449393,135.030896774987,0.0,32.8542327919675,0.0,1.0,0.4959421875472742
0 days 00:02:56,,-,0.482907318419443,7.40655396348839,0.586464913658939,-,39.7916934928488,1.21444610857926,28.3,22.9796,12.374159332542,2.21660236266616,144.522474045834,131.5036790671,0.0,31.9960289700973,0.0,2.0,0.5119511999199722
0 days 00:02:57,,-,0.482907318419443,7.40655396348839,0.586464913658939,-,39.7916934928488,1.21444610857926,28.3,22.9796,12.4143044642214,2.21660236266616,144.522474045834,131.5036790671,0.0,31.9960289700973,0.0,3.0,0.674922370056553
0 days 00:02:58,,-,1.13266565197,17.3721725762269,1.37441826187166,-,40.3974022876188,1.21343686857741,42.25,51.376,12.4814575049397,5.19907084548838,338.979419125842,308.443659281253,0.0,75.0471190465335,0.0,4.0,0.9334289223176011
0 days 00:02:59,,-,1.14337613400874,17.5364437731401,1.42443664083581,-,42.4483409758045,1.24581631404327,53.57,55.65923,12.5760636474858,5.24823323936153,342.184807206372,311.360301334404,0.0,75.7567643149401,0.0,5.0,1.1033558764289375
0 days 00:03:00,,-,1.08888099603035,16.7006287734716,1.34072567529357,-,42.1472687716196,1.2312876064339,52.63,52.89315,12.6688498333745,4.99809403668374,325.87573119178,296.520370643598,0.0,72.146075582384,0.0,6.0,1.093927924394723
0 days 00:03:01,,-,0.79433851944367,12.1831061264367,0.974135397922279,-,42.944637789807,1.22634792859414,57.14,41.7122,12.7471278926896,3.64610883247423,237.72629587732,216.311564863934,0.0,52.6305510617845,0.0,7.0,0.9877950524183847
0 days 00:03:02,,-,1.02306439325155,15.6911716756372,1.28684986572522,-,44.3520469476875,1.25783858202248,62.5,53.6875,12.8226702136089,4.69598795616367,306.178414741871,278.597417151324,0.0,67.7852596475241,0.0,8.0,0.9078490673211712
0 days 00:03:03,,-,0.988955891920593,15.1680351521563,1.27122476722543,-,45.0679755933733,1.28542109674544,53.57,51.69505,12.9063020164508,4.53942585458971,295.970565719249,269.309106037783,0.0,65.5253299362004,0.0,9.0,0.8885795602498107
0 days 00:03:04,,-,0.793576151153938,12.1714133612567,1.05510902455719,-,47.5592039215387,1.32956241568368,42.55,43.401,12.9803948918975,3.64260947082079,237.498137497516,216.103959323327,0.0,52.5800387647996,0.0,10.0,0.8920095520933099
