t,Marker,P,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,CHO,Fett,t_trial_s,V'O2_filtered
0 days 00:03:01,,-,0.510878135398547,8.8387220657188,0.656977627170194,-,46.902398712576,1.28597718643346,35.71,29.10365,14.2837744475294,2.64521561719565,152.893462673908,139.120596846072,0.0,33.8492936365138,0.0,1.0,0.5109611281091836
0 days 00:03:02,,-,0.510878135398547,8.8387220657188,0.656977627170194,-,46.902398712576,1.28597718643346,35.71,29.10365,14.3262448538277,2.64521561719565,152.893462673908,139.120596846072,0.0,33.8492936365138,0.0,2.0,0.5162840642982853
0 days 00:03:03,,-,0.510878135398547,8.8387220657188,0.656977627170194,-,46.902398712576,1.28597718643346,35.71,29.10365,14.368715260126,2.64521561719565,152.893462673908,139.120596846072,0.0,33.8492936365138,0.0,3.0,0.5614398821785765
0 days 00:03:04,,-,0.654747913841458,11.3278185785719,0.844837871440238,-,39.0963444996915,1.29032541162828,23.25,28.94625,14.4171657696242,3.39014196735698,195.950205713234,178.298725754399,0.0,43.3816850983939,0.0,4.0,0.6222142495740872
0 days 00:03:05,,-,0.654747913841458,11.3278185785719,0.844837871440238,-,39.0963444996915,1.29032541162828,23.25,28.94625,14.4715963823223,3.39014196735698,195.950205713234,178.298725754399,0.0,43.3816850983939,0.0,5.0,0.639808307541476
0 days 00:03:06,,-,0.654747913841458,11.3278185785719,0.844837871440238,-,39.0963444996915,1.29032541162828,23.25,28.94625,14.5260269950205,3.39014196735698,195.950205713234,178.298725754399,0.0,43.3816850983939,0.0,6.0,0.6105338714488803
0 days 00:03:07,,-,0.577375470766513,9.98919499596044,0.739052057639789,-,36.142858601693,1.28001983987757,18.8,23.5752,14.577241538302,2.98952432377206,172.794505914025,157.228925122536,0.0,38.2552129251913,0.0,7.0,0.6102329149962542
0 days 00:03:08,,-,0.577375470766513,9.98919499596044,0.739052057639789,-,36.142858601693,1.28001983987757,18.8,23.5752,14.625240012167,2.98952432377206,172.794505914025,157.228925122536,0.0,38.2552129251913,0.0,8.0,0.7042985221622062
0 days 00:03:09,,-,0.995205317227561,17.2180850731412,1.29446113643544,-,37.7394185399152,1.30069756866004,30.61,41.96631,14.6906060362492,5.15295618473239,297.840867477532,271.010928289331,0.0,65.9393986105428,0.0,9.0,0.856295730913354
0 days 00:03:10,,-,0.995205317227561,17.2180850731412,1.29446113643544,-,37.7394185399152,1.30069756866004,30.61,41.96631,14.7733396105485,5.15295618473239,297.840867477532,271.010928289331,0.0,65.9393986105428,0.0,10.0,0.9623798553218723
0 days 00:03:11,,-,0.883389619475604,15.2835574303738,1.13632518583896,-,38.3462509103385,1.28632390599462,24.69,37.43004,14.8514254442371,4.57399887682106,264.377135080257,240.56165765089,0.0,58.5308169466886,0.0,11.0,0.9652964188487427
0 days 00:03:12,,-,0.883389619475604,15.2835574303738,1.13632518583896,-,38.3462509103385,1.28632390599462,24.69,37.43004,14.9248635373149,4.57399887682106,264.377135080257,240.56165765089,0.0,58.5308169466886,0.0,12.0,0.9001502008707674
0 days 00:03:13,,-,0.883389619475604,15.2835574303738,1.13632518583896,-,38.3462509103385,1.28632390599462,24.69,37.43004,14.9983016303928,4.57399887682106,264.377135080257,240.56165765089,0.0,58.5308169466886,0.0,13.0,0.8419009168908004
