t,Marker,P,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,CHO,Fett,t_trial_s,V'O2_filtered
0 days 00:03:00,,-,0.4301488308863289,5.35010983689464,0.537781306456359,-,37.1712738752632,1.25022147647886,25.42,20.31058,20.0220465321162,1.60115840152451,128.733135482571,117.13666712094,0.0,28.5004056255329,0.0,1.0,0.4301454599556817
0 days 00:03:01,,-,0.4301488308863289,5.35010983689464,0.537781306456359,-,37.1712738752632,1.25022147647886,25.42,20.31058,20.057805736417,1.60115840152451,128.733135482571,117.13666712094,0.0,28.5004056255329,0.0,2.0,0.5904528182324549
0 days 00:03:02,,-,0.9981411119707048,12.4146904473968,1.23356382474637,-,35.4680310984316,1.23586115224815,29.85,40.4766,20.117174155205895,3.71541641539704,298.719479797922,271.810393932082,0.0,66.13391579856,0.0,3.0,0.8328073121361309
0 days 00:03:03,,-,0.9981411119707048,12.4146904473968,1.23356382474637,-,35.4680310984316,1.23586115224815,29.85,40.4766,20.2001517884831,3.71541641539704,298.719479797922,271.810393932082,0.0,66.13391579856,0.0,4.0,1.1420409832772396
0 days 00:03:04,,-,1.54379905041428,19.2014807265457,1.86702743395445,-,37.1408765827478,1.20937205749248,40.81,64.27575,20.3058102851012,5.74653850562156,462.02169585197294,420.402108492045,0.0,102.287617637967,0.0,5.0,1.4199916802955752
0 days 00:03:05,,-,1.54379905041428,19.2014807265457,1.86702743395445,-,37.1408765827478,1.20937205749248,40.81,64.27575,20.43414964506,5.74653850562156,462.02169585197294,420.402108492045,0.0,102.287617637967,0.0,6.0,1.5867652770153136
0 days 00:03:06,,-,1.65614883999624,20.5988661691075,2.00093149605444,-,37.9832527613538,1.20818337563125,31.08,68.18952,20.5671589457352,6.16474215185257,495.645269008947,450.99682120172,0.0,109.731586667085,0.0,7.0,1.6506045378157599
0 days 00:03:07,,-,1.65614883999624,20.5988661691075,2.00093149605444,-,37.9832527613538,1.20818337563125,31.08,68.18952,20.7048381871265,6.16474215185257,495.645269008947,450.99682120172,0.0,109.731586667085,0.0,8.0,1.6754296856360948
0 days 00:03:08,,-,1.68194791532191,20.919750190571,2.09456835625225,-,37.2761245629895,1.24532295986786,33.89,68.4578,20.8435897950328,6.26077497408329,503.36630791629693,458.02233767755,0.0,111.440958072397,0.0,9.0,1.6944797773274753
0 days 00:03:09,,-,1.68194791532191,20.919750190571,2.09456835625225,-,37.2761245629895,1.24532295986786,33.89,68.4578,20.983413769454,6.26077497408329,503.36630791629693,458.02233767755,0.0,111.440958072397,0.0,10.0,1.675586314210635
0 days 00:03:10,,-,1.64929709258963,20.5136454302193,2.15422032297942,-,40.7685675928915,1.30614449795517,29.26,72.21368,21.1218805770566,6.13923764704523,493.59470682243693,449.130976643894,0.0,109.277609889025,0.0,11.0,1.5779538437439333
0 days 00:03:11,,-,1.34803534660038,16.7666087885619,1.75850981280873,-,41.3269430512308,1.30449829616377,38.21,62.20588,21.2464679470017,5.01784025848389,403.434356782105,367.092402266036,0.0,89.3168861961159,0.0,12.0,1.4293073420167661
0 days 00:03:12,,-,1.34803917839465,16.7666564476946,1.75851472887445,-,41.3268255796127,1.30449823496127,38.21,62.20588,21.3585332053805,5.01785452170897,403.43550354540093,367.093445727224,0.0,89.3171400796166,0.0,13.0,1.3290539994062058
0 days 00:03:13,,-,1.42346212240324,17.7047527662094,1.78212053621168,-,38.7834766595644,1.25196203549338,33.89,60.96811,21.473733659407895,5.29860404790954,426.007765451927,387.632365401634,0.0,94.31444413665061,0.0,14.0,1.3707803599683275
0 days 00:03:14,,-,1.42346212240324,17.7047527662094,1.78212053621168,-,38.7834766595644,1.25196203549338,33.89,60.96811,21.5920691498112,5.29860404790954,426.007765451927,387.632365401634,0.0,94.31444413665061,0.0,15.0,1.5637571292871502
0 days 00:03:15,,-,1.98959134715588,24.7461610342772,2.34207252700418,-,34.8034786635885,1.1771626019344,31.91,74.6694,21.733936414748,7.40592714046212,595.436542093155,541.79875104691,0.0,131.824513636718,0.0,16.0,1.8285949655862612
0 days 00:03:16,,-,1.98959134715588,24.7461610342772,2.34207252700418,-,34.8034786635885,1.1771626019344,31.91,74.6694,21.8993354542184,7.40592714046212,595.436542093155,541.79875104691,0.0,131.824513636718,0.0,17.0,2.0680576687069006
0 days 00:03:17,,-,2.24723676637875,27.950706049487,2.52967996301663,-,34.5223970881422,1.12568466343358,34.48,83.4416,22.0754438046546,8.36496991352505,672.543581047414,611.959875615256,0.0,148.895346865026,0.0,18.0,2.2426574493875435
