t,Marker,v,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,t_trial_s,V'O2_filtered
0 days 00:03:00,,-,1.2334481947355,17.4215846714053,1.55187923945795,-,40.631605132590998,1.25816329058776,41.66,55.65776,14.1911859978936,5.21385868980257,369.141195238022,335.888418666509,0.0,1.0,1.233647079759253
0 days 00:03:01,,-,0.605949477509167,8.55860843939501,0.770146000293052,-,42.717092696244499,1.27097394894841,32.6,30.2202,14.2676425548212,2.56138438758669,181.346014641138,165.010101487073,0.0,2.0,1.1968205784849093
0 days 00:03:02,,-,1.62949212815636,23.0154255389316,2.15616018630059,-,41.981374943737002,1.3232099431742099,68.96,77.58,14.3605611068891,6.88795989050418,487.667560247696,443.73775606630306,0.0,3.0,1.2321196210448428
0 days 00:03:03,,-,1.31051995966074,18.5101689217618,1.78659034618319,-,47.290863098372,1.3632683218695101,68.18,71.04356,14.4827658943323,5.53964561219541,392.206909343435,356.876339646949,0.0,4.0,1.2778145649335508
0 days 00:03:04,,-,1.1732440286928,16.5712433431187,1.55833412016452,-,51.549378067055102,1.32822676447012,90.0,72.45,14.5860062352526,4.95937210850651,351.123545282261,319.493824863926,0.0,5.0,1.2410636821876753
0 days 00:03:05,,-,1.1732440286928,16.5712433431187,1.55833412016452,-,51.549378067055102,1.32822676447012,90.0,72.45,14.6835405533865,4.95937210850651,351.123545282261,319.493824863926,0.0,6.0,1.155399813755349
0 days 00:03:06,,-,1.0207419313581,14.4172589174874,1.45410070587394,-,44.9246166844421,1.4245527309133399,41.09,51.32141,14.7747359566342,4.31473669633816,305.483358100742,277.964972224872,0.0,7.0,1.1336499015302461
0 days 00:03:07,,-,1.29040702718592,18.2260879546034,1.89377154273736,-,55.360439376859901,1.4675768984823701,62.5,79.75,14.8708013668408,5.45462705348429,386.18759538668706,351.399254259377,0.0,8.0,1.2043274951426415
0 days 00:03:08,,-,1.29429272044436,18.2809706277452,1.96151144724308,-,54.254203002773203,1.5155083670482501,52.17,77.15943,14.9782372119424,5.47105210939496,387.350489345163,352.457393036159,0.0,9.0,1.2769340032718233
0 days 00:03:09,,-,1.29001814134778,18.2205952167766,2.00040250933462,-,61.534754788071801,1.55067781236366,55.55,86.7691,15.0856568925829,5.45298320997699,386.07121126637094,351.293354190148,0.0,10.0,1.2647234436275476
0 days 00:03:10,,-,1.11934965588861,15.8100233882572,1.7876003860756,-,60.696717636514101,1.5969990937787,54.05,75.1295,15.1858048752235,4.73155739753938,334.994263745788,304.817492502756,0.0,11.0,1.1838656416198259
0 days 00:03:11,,-,1.10998961528723,15.6778194249609,1.78327920990115,-,60.715288748499397,1.6065728772063299,48.38,73.82788,15.2784697771474,4.69199195066071,332.193030106778,302.268598070327,0.0,12.0,1.114136914255286
0 days 00:03:12,,-,1.10999296654242,15.6778667590737,1.78328448746838,-,60.715105438845598,1.60657278128818,48.38,73.82788,15.3707457581423,4.6920061166152,332.194033056356,302.269510672745,0.0,13.0,1.102931692163061
0 days 00:03:13,,-,1.18229293085836,16.6990526957395,1.79608567111059,-,56.246771222526199,1.5191545379592299,39.21,71.71509,15.4660271047775,4.9976223547596,353.831662716979,321.957991135383,0.0,14.0,1.143589216081238
0 days 00:03:14,,-,1.26087033417995,17.8089030251405,1.75448573801811,-,48.9376253269781,1.3914878401506701,42.85,67.40305,15.567579832649,5.32977369997135,377.34797795797107,343.355922444747,0.0,15.0,1.2249572057868372
0 days 00:03:15,,-,1.26087033417995,17.8089030251405,1.75448573801811,-,48.9376253269781,1.3914878401506701,42.85,67.40305,15.6723987154151,5.32977369997135,377.34797795797107,343.355922444747,0.0,16.0,1.3488390796448226
0 days 00:03:16,,-,1.39555141223448,19.711178138905,1.7389847299845,-,42.211472457098097,1.24609148379574,47.24,65.1912,15.7828157630951,5.89907860646331,417.65476533760307,380.031815704891,0.0,17.0,1.4932483222251114
0 days 00:03:17,,-,1.86889778203339,26.3968613281553,2.17466574666154,-,38.344718843868499,1.16360871502318,40.81,77.09009,15.9185061303414,7.899941791472739,559.31587883627,508.931889750875,0.0,18.0,1.6170944391829958
0 days 00:03:18,,-,1.6914140736481,23.8900292888149,1.81496284575409,-,36.303150693054498,1.0730446636520601,61.22,69.54592,16.0664943496274,7.14970762743352,506.199300022293,460.600129728,0.0,19.0,1.7315713530512193
0 days 00:03:19,,-,1.6914140736481,23.8900292888149,1.81496284575409,-,36.303150693054498,1.0730446636520601,61.22,69.54592,16.2071052663002,7.14970762743352,506.199300022293,460.600129728,0.0,20.0,1.9104538405635358
0 days 00:03:20,,-,2.312725697008,32.6656171893786,2.47926772183162,-,30.518517648379699,1.0720111447021501,35.08,75.2466,16.3735416736856,9.77602871684502,692.142833152628,629.793598541849,0.0,21.0,2.1823085677023957
0 days 00:03:21,,-,2.49595224974275,35.2535628494738,2.66719887081206,-,34.308589040045099,1.0686097344558401,48.38,92.06714,16.5734195819434,10.5505382246266,746.9781063035612,679.689230412296,0.0,22.0,2.458567128689342
0 days 00:03:22,,-,2.6260387558437,37.0909428791483,2.7840496838446,-,33.047265508508502,1.06017082864801,53.57,93.90821,16.7863206869142,11.1004216029114,785.909849486128,715.113945459587,0.0,23.0,2.6186842273846165
