t,Marker,v,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,t_trial_s,V'O2_filtered
0 days 00:03:01,,-,0.456150783258831,7.35727069772307,0.501239851070953,-,38.9896294224015,1.09884684947814,53.09,24.84612,14.9631916552643,2.20185307387763,136.514890580413,124.217430384382,0.0,1.0,0.4561348310120176
0 days 00:03:02,,-,1.40655172931116,22.6863182146961,1.54082585180902,-,32.9795904646307,1.09546333753656,61.85,54.61355,15.040616903127,6.78946603275774,420.94689403098,383.027384650134,0.0,2.0,1.189939022113093
0 days 00:03:03,,-,1.54207136194708,24.872118741081895,1.60824399051972,-,34.7879101601791,1.04291152161019,69.76,62.92352,15.1631796162569,7.44362323393228,461.504640503801,419.931630242798,0.0,3.0,1.63301251528092
0 days 00:03:04,,-,1.75357970884863,28.2835436911069,1.9474618923393,-,39.5253318969505,1.11056365588193,57.14,76.91044,15.3001669233031,8.46458016499098,524.803970229441,477.528864142649,0.0,4.0,1.7333441783507109
0 days 00:03:05,,-,1.52347660220283,24.5722032613359,1.75973662741882,-,47.2471696617609,1.15507952329191,68.585,81.1017625,15.4363813190163,7.353865788798909,455.939678905533,414.867968491426,0.0,5.0,1.6551938536086193
0 days 00:03:06,,-,1.68648066475821,27.201301044487295,2.1024061595300494,-,49.8002270379073,1.24662334022754,63.82,92.47518,15.5698066702713,8.14069113112978,504.72285013004694,459.256680592697,0.0,6.0,1.5700203391187155
0 days 00:03:07,,-,1.48172406904588,23.8987753071915,1.8947928154913,-,56.5097387220802,1.27877575526691,63.82,92.2199,15.7014965322536,7.15232509908,443.44415614296,403.498060620738,0.0,7.0,1.5264754782825969
0 days 00:03:08,,-,1.59571781080778,25.7373840452868,2.20897579234702,-,60.5360981407484,1.38431480640602,67.41,105.56406,15.8294137378851,7.70257620006044,477.559724403748,434.540448798618,0.0,8.0,1.4942906324676142
0 days 00:03:09,,-,1.33719958830985,21.5677352953202,1.85479923746892,-,63.9215572209656,1.38707733212309,67.41,94.44141,15.9513236269066,6.45470123469519,400.191476551102,364.141645409939,0.0,9.0,1.4492156101599158
0 days 00:03:10,,-,1.35332985216187,21.8279008413205,2.04199623414412,-,68.8079700977896,1.50886809367439,65.21,101.79281,16.0631583978401,6.53256248660686,405.01887416962506,368.53418401922306,0.0,10.0,1.3846608303524528
0 days 00:03:11,,-,1.33740228280926,21.5710045614397,1.99314837198404,-,70.4345739579052,1.49031327193293,68.96,103.37104,16.1750015939899,6.4556796469285,400.252138109567,364.196842486856,0.0,11.0,1.2989927962214254
0 days 00:03:12,,-,1.47483540753106,23.7876678634042,2.32760729431505,-,78.496650818686,1.57821495363443,68.18,124.83758,16.2918953001798,7.11907332995457,441.382546457183,401.622163738472,0.0,12.0,1.2251365671828
0 days 00:03:13,,-,0.812199946651984,13.0999991395481,1.3018535713135,-,68.4420384772802,1.60287325390742,48.38,62.02316,16.386958402298,3.92051272248758,243.07178879423,221.17552799245,0.0,13.0,1.235658540537082
0 days 00:03:14,,-,1.54407289635194,24.9044015540636,2.3385670519313506,-,70.9308351041973,1.5145444605993,66.66,118.38816,16.4848994356464,7.45328469861363,462.10365131404507,420.476681286714,0.0,14.0,1.3618879466568172
0 days 00:03:15,,-,1.61340365281229,26.0226395614885,2.29161806412612,-,68.5855271290094,1.42036251134777,68.18,119.72408,16.616143369012,7.78794627287612,482.85266891831907,439.356597161422,0.0,15.0,1.5382514811792873
0 days 00:03:16,,-,1.67817147414931,27.0672818411179,2.31688358559428,-,68.1168293948901,1.38060002883123,64.51,122.89155,16.7529612550372,8.10058242682605,502.236110463215,456.993950057329,0.0,16.0,1.678800385981529
0 days 00:03:17,,-,1.64219065932137,26.4869461180865,2.11181179267035,-,61.9029827157886,1.28597235691443,66.66,110.52228,16.8909757041739,7.92690198904724,491.467923320929,447.195776898153,0.0,17.0,1.7771078872093165
0 days 00:03:18,,-,1.98911614622018,32.0825184874222,2.33742655579398,-,55.7381743196246,1.17510813043054,65.935,119.6390575,17.0419149054619,9.60152138633806,595.29432595296,541.669345943781,0.0,18.0,1.8837371303630999
0 days 00:03:19,,-,1.94384147771588,31.352281898643305,2.15481045606066,-,54.9170707713455,1.10853198718276,68.96,115.92176,17.2053925498049,9.38297924704199,581.744713316603,529.340302150565,0.0,19.0,2.0172583008869704
0 days 00:03:20,,-,2.24958564610386,36.2836394532881,2.39717493041857,-,50.3211825680247,1.06560731953919,65.93,121.9705,17.3796968910859,10.8588152242943,673.246543906249,612.599514555806,0.0,20.0,2.1455156371434567
0 days 00:03:21,,-,2.16019176277364,34.8418026253812,2.28985605990542,-,47.7004411255121,1.06002443827732,61.85,111.26815,17.5629940663447,10.4273083541531,646.49311795749,588.256076186523,0.0,21.0,2.2386361542814552
0 days 00:03:22,,-,2.31516230308106,37.3413274690494,2.43906255286328,-,46.4503071153516,1.05351687422404,56.6,115.0678,17.7490170063922,11.1753556513617,692.872050384427,630.457126823204,0.0,22.0,2.300307976011607
