t,Marker,v,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,t_trial_s,V'O2_filtered
0 days 00:03:01,,-,0.895394095933562,11.7198180096016,1.23375285533079,-,50.7344868659607,1.37788808406699,38.96,51.0376,22.7545849792909,3.50745791067792,267.969784375793,243.830675864701,0.0,1.0,0.8951327337285645
0 days 00:03:02,,-,0.895394095933562,11.7198180096016,1.23375285533079,-,50.7344868659607,1.37788808406699,38.96,51.0376,22.8290210305064,3.50745791067792,267.969784375793,243.830675864701,0.0,2.0,0.8862632839843413
0 days 00:03:03,,-,0.895394095933562,11.7198180096016,1.23375285533079,-,50.7344868659607,1.37788808406699,38.96,51.0376,22.9034570817219,3.50745791067792,267.969784375793,243.830675864701,0.0,3.0,0.7723002275441906
0 days 00:03:04,,-,0.4432450483522489,5.80163675853729,0.571442952602886,-,36.4005420026214,1.28922580122938,14.38,18.20508,22.9590990679465,1.73628948222066,132.652516441658,120.70298453412,0.0,4.0,0.5796781357436613
0 days 00:03:05,,-,0.4432450483522489,5.80163675853729,0.571442952602886,-,36.4005420026214,1.28922580122938,14.38,18.20508,22.9959469891803,1.73628948222066,132.652516441658,120.70298453412,0.0,5.0,0.43429211910738397
0 days 00:03:06,,-,0.4432450483522489,5.80163675853729,0.571442952602886,-,36.4005420026214,1.28922580122938,14.38,18.20508,23.0327949104141,1.73628948222066,132.652516441658,120.70298453412,0.0,6.0,0.4123442994523233
0 days 00:03:07,,-,0.4432450483522489,5.80163675853729,0.571442952602886,-,36.4005420026214,1.28922580122938,14.38,18.20508,23.0696428316479,1.73628948222066,132.652516441658,120.70298453412,0.0,7.0,0.4602495510395402
0 days 00:03:08,,-,0.4432450483522489,5.80163675853729,0.571442952602886,-,36.4005420026214,1.28922580122938,14.38,18.20508,23.1064907528817,1.73628948222066,132.652516441658,120.70298453412,0.0,8.0,0.47551326232731006
0 days 00:03:09,,-,0.5721617923291539,7.48902869540778,0.655380122815226,-,26.890121301824,1.14544545197138,13.15,17.2791,23.1486972382387,2.24128505404112,171.234178128742,155.809153936981,0.0,9.0,0.4556382096527236
0 days 00:03:10,,-,0.5721617923291539,7.48902869540778,0.655380122815226,-,26.890121301824,1.14544545197138,13.15,17.2791,23.196262287718895,2.24128505404112,171.234178128742,155.809153936981,0.0,10.0,0.540318807738823
0 days 00:03:11,,-,0.5721617923291539,7.48902869540778,0.655380122815226,-,26.890121301824,1.14544545197138,13.15,17.2791,23.2438273371991,2.24128505404112,171.234178128742,155.809153936981,0.0,11.0,0.8682051277486568
0 days 00:03:12,,-,1.57440048358108,20.6073361725272,1.77589341041883,-,30.5184738578782,1.12798073230989,24.39,51.56046,23.3330515236398,6.16727701890202,471.179964244114,428.735386727155,0.0,12.0,1.38874604374281
0 days 00:03:13,,-,1.97624394762499,25.8670673772904,2.24924356996129,-,35.8022197032056,1.13814064941952,34.28,75.69024,23.4806379059543,7.74138728299248,591.441988420626,538.164032587814,0.0,13.0,1.864399525965644
0 days 00:03:14,,-,1.97624394762499,25.8670673772904,2.24924356996129,-,35.8022197032056,1.13814064941952,34.28,75.69024,23.6449273471823,7.74138728299248,591.441988420626,538.164032587814,0.0,14.0,2.0778969204704443
0 days 00:03:15,,-,1.91525333152455,25.0687608838291,2.15852909126729,-,37.7768720247611,1.1270201470158,36.14,77.55644,23.8066816473788,7.50247346851667,573.188972994674,521.555275379437,0.0,15.0,2.001231169696088
0 days 00:03:16,,-,1.91524934347932,25.0687086842843,2.1585246808429,-,37.7769506859936,1.12702019096982,36.14,77.55644,23.9659006407766,7.50245784645614,573.187779469249,521.554189368521,0.0,16.0,1.7673552526770546
0 days 00:03:17,,-,1.44789867062963,18.9515532804926,1.61238219175828,-,37.3501275310124,1.11360154164457,30.45,58.464,24.1056935313934,5.67174126926203,433.32103297161893,394.286843130381,0.0,17.0,1.541583776483311
0 days 00:03:18,,-,1.44789867062963,18.9515532804926,1.61238219175828,-,37.3501275310124,1.11360154164457,30.45,58.464,24.2260604849966,5.67174126926203,433.32103297161893,394.286843130381,0.0,18.0,1.4361177885284113
0 days 00:03:19,,-,1.55412400877516,20.3419372876329,1.56965928886225,-,33.1245767450517,1.00999616504177,30.3,55.8429,24.3508428098573,6.08784955530617,465.111706025392,423.213766048021,0.0,19.0,1.4890631664171823
0 days 00:03:20,,-,1.5541278876827,20.3419880586741,1.56966309365055,-,33.1244940702785,1.00999609240074,30.3,55.8429,24.4800406672065,6.08786474985014,465.11286688855,423.21482233893494,0.0,20.0,1.6717298940447118
