t,Marker,v,V'O2,V'O2/kg,V'CO2,HF,V'E/V'O2,RER,AF,V'E,W,EU/kg,EU,EUKH,EUFett,V'O2_filtered
0 days 00:03:08,,-,1.20504765192916,16.9248265720387,1.46671473387986,-,41.4945582607878,1.2171425184156,37.26,56.33712,18.8454533177802,5.06519101220815,360.64160006922,328.154479411332,0.0,1.2053069683539073
0 days 00:03:09,,-,1.18092185879949,16.5859811629142,1.32527072418012,-,41.2635938922642,1.12223405325681,40.54,55.62088,18.944628725294,4.96378278131608,353.421334029705,321.584625453958,0.0,1.140120378194495
0 days 00:03:10,,-,1.18092185879949,16.5859811629142,1.32527072418012,-,41.2635938922642,1.12223405325681,40.54,55.62088,19.04280131808,4.96378278131608,353.421334029705,321.584625453958,0.0,1.210168556567769
0 days 00:03:11,,-,1.3368041104498,18.7753386299129,1.47328691566105,-,35.2194832675658,1.10209633868146,33.51,52.77825,19.1474533255283,5.6190044887381,400.073119598153,364.033950223715,0.0,1.428065183159172
0 days 00:03:12,,-,1.79806083944937,25.2536634754125,1.81174668110074,-,32.6750233979801,1.00761144525875,38.96,65.37488,19.2777573832746,7.55781033953486,538.116096174882,489.641814391999,0.0,1.6726604857915222
0 days 00:03:13,,-,1.79806083944937,25.2536634754125,1.81174668110074,-,32.6750233979801,1.00761144525875,38.96,65.37488,19.4272340766565,7.55781033953486,538.116096174882,489.641814391999,0.0,1.8112530107526983
0 days 00:03:14,,-,1.81495451291386,25.4909341701385,1.73163278280594,-,30.4277377791346,0.954091560138248,41.09,62.21026,19.5769085589115,7.57781146153841,539.540176061535,443.155094366536,47.4553599904516,1.836229937528658
0 days 00:03:15,,-,1.89310639659062,26.5885729858233,1.74192860631043,-,28.2270717040716,0.920143003820361,39.73,60.19095,19.7293675732086,7.83939223142031,558.164726877126,397.417688127538,109.710404782622,1.8652261126342657
0 days 00:03:16,,-,1.89310012310518,26.5884848750727,1.74192281624593,-,28.227165244884,0.92014299454417,39.73,60.19095,19.8844130735998,7.83936623510494,558.162875939472,397.416353430393,109.710057670262,2.0053649907253077
0 days 00:03:17,,-,2.29520141899862,32.2359749859356,2.06670543727445,-,26.9428902788759,0.90044621799517,40.26,68.68356,20.0554742044099,9.45895036367533,673.477265893684,436.233065938646,175.36740585997,2.2445847168880877
0 days 00:03:18,,-,2.62562759800571,36.8767921068217,2.34403571741401,-,26.3400224969184,0.892752543884907,37.73,75.57319,20.2558162270389,10.8003552954326,768.985297034798,478.660840118248,219.539637376395,2.4926503165008227
0 days 00:03:19,,-,2.62562759800571,36.8767921068217,2.34403571741401,-,26.3400224969184,0.892752543884907,37.73,75.57319,20.469423253993,10.8003552954326,768.985297034798,478.660840118248,219.539637376395,2.694752686308972
0 days 00:03:20,,-,2.6688078193466,37.4832558896994,2.36689782169358,-,25.8235154664951,0.886874582926343,40.54,75.8098,20.684630519098,10.9621771309148,780.507011721136,470.710997412854,237.847090544953,2.858463040891067
0 days 00:03:21,,-,3.18868821901132,44.7849468962264,2.82404708139182,-,24.7916994608244,0.885645408840707,40.54,85.9448,20.9225159053291,13.0936484430242,932.267769143326,558.451824631695,287.85146107766,2.993418739316176
0 days 00:03:22,,-,3.18868821901132,44.7849468962264,2.82404708139182,-,24.7916994608244,0.885645408840707,40.54,85.9448,21.1814791745356,13.0936484430242,932.267769143326,558.451824631695,287.85146107766,3.093353322227033
